"region","customer_id","customer_name","total_sales","row_number_rank","rank_with_gaps","dense_rank_no_gaps"
"East","AJ-10960","Astrea Jones","618.608","312","312","312"
"East","BM-11140","Becky Martin","611.028","313","313","313"
"East","JJ-15445","Jennifer Jackson","610.95","314","314","314"
"East","LC-17050","Liz Carlisle","609.438","315","315","315"
"East","HE-14800","Harold Engle","597.73","316","316","316"
"East","JP-16135","Julie Prescott","583.848","317","317","317"
"East","GM-14440","Gary McGarr","583.412","318","318","318"
"East","RA-19285","Ralph Arnett","579.296","319","319","319"
"East","MR-17545","Mathew Reese","578.738","320","320","320"
"East","SC-20020","Sam Craven","577.584","321","321","321"
"East","DO-13435","Denny Ordway","570.842","322","322","322"
"East","JO-15550","Jesus Ocampo","570.492","323","323","323"
"East","CG-12040","Catherine Glotzbach","566.932","324","324","324"
"East","AH-10465","Amy Hunt","562.55","325","325","325"
"East","SC-20440","Shaun Chance","562.544","326","326","326"
"East","BD-11320","Bill Donatelli","562.495","327","327","327"
"East","KW-16435","Katrina Willman","562.026","328","328","328"
"East","MC-17575","Matt Collins","560.763","329","329","329"
"East","TN-21040","Tanja Norvell","559.93","330","330","330"
"East","TM-21490","Tony Molinari","558.81","331","331","331"
"East","JR-15670","Jim Radford","552.56","332","332","332"
"East","MC-18100","Mick Crebagga","551.000","333","333","333"
"East","CA-12310","Christine Abelman","550.014","334","334","334"
"East","LP-17095","Liz Preis","548.96","335","335","335"
"East","MY-17380","Maribeth Yedwab","547.3","336","336","336"
"East","TS-21430","Tom Stivers","545.928","337","337","337"
"East","BM-11575","Brendan Murry","545.136","338","338","338"
"East","JB-16045","Julia Barnett","540.265","339","339","339"
"East","SC-20380","Shahid Collister","538.07","340","340","340"
"East","KL-16555","Kelly Lampkin","537.616","341","341","341"
"East","JC-15775","John Castell","537.302","342","342","342"
"East","BP-11155","Becky Pak","530.695","343","343","343"
"East","CM-12160","Charles McCrossin","528.050","344","344","344"
"East","DO-13645","Doug O'Connell","517.59","345","345","345"
"East","AP-10720","Anne Pryor","513.784","346","346","346"
"East","SE-20110","Sanjit Engle","513.73","347","347","347"
"East","BD-11635","Brian Derr","511.646","348","348","348"
"East","BW-11200","Ben Wallace","511.522","349","349","349"
"East","JL-15505","Jeremy Lonsdale","510.684","350","350","350"
"East","EM-13810","Eleni McCrary","510.634","351","351","351"
"East","BP-11290","Beth Paige","508.023","352","352","352"
"East","BO-11350","Bill Overfelt","504.506","353","353","353"
"East","PG-18895","Paul Gonzalez","500.144","354","354","354"
"East","JK-15640","Jim Kriz","493.264","355","355","355"
"East","BE-11335","Bill Eplett","490.94","356","356","356"
"East","AF-10885","Art Foster","489.905","357","357","357"
"East","JS-15685","Jim Sink","478.044","358","358","358"
"East","WB-21850","William Brown","475.864","359","359","359"
"East","ON-18715","Odella Nelson","469.888","360","360","360"
"East","SB-20185","Sarah Brown","469.404","361","361","361"
"East","MS-17710","Maurice Satty","469.398","362","362","362"
"East","SW-20350","Sean Wendt","466.814","363","363","363"
"East","YS-21880","Yana Sorensen","465.18","364","364","364"
"East","MV-17485","Mark Van Huff","463.924","365","365","365"
"East","JW-15955","Joni Wasserman","462.638","366","366","366"
"East","SZ-20035","Sam Zeldin","459.408","367","367","367"
"East","TB-21595","Troy Blackwell","458.351","368","368","368"
"East","MG-17650","Matthew Grinstein","457.568","369","369","369"
"East","JM-15655","Jim Mitchum","455.055","370","370","370"
"East","HK-14890","Heather Kirkland","450.09","371","371","371"
"East","LH-16900","Lena Hernandez","450.046","372","372","372"
"East","CL-12700","Craig Leslie","449.91","373","373","373"
"East","GA-14515","George Ashbrook","449.454","374","374","374"
"East","NZ-18565","Nick Zandusky","440.494","375","375","375"
"East","BT-11440","Bobby Trafton","440.048","376","376","376"
"East","BS-11590","Brendan Sweed","438.576","377","377","377"
"East","NR-18550","Nick Radford","436.96","378","378","378"
"East","RD-19720","Roger Demir","435.248","379","379","379"
"East","HF-14995","Herbert Flentye","430.94","380","380","380"
"East","CK-12760","Cyma Kinney","429.55","381","381","381"
"East","SS-20875","Sung Shariari","428.984","382","382","382"
"East","BD-11770","Bryan Davis","428.874","383","383","383"
"East","SC-20305","Sean Christensen","422.909","384","384","384"
"East","EJ-13720","Ed Jacobs","422.856","385","385","385"
"East","MG-17890","Michael Granlund","416.23","386","386","386"
"East","BT-11485","Brad Thomas","415.196","387","387","387"
"East","RM-19675","Robert Marley","415.054","388","388","388"
"East","LS-17245","Lynn Smith","414.630","389","389","389"
"East","CB-12025","Cassandra Brandow","408.614","390","390","390"
"East","BV-11245","Benjamin Venier","405.30","391","391","391"
"East","SD-20485","Shirley Daniels","405.212","392","392","392"
"East","AZ-10750","Annie Zypern","403.416","393","393","393"
"East","CS-12490","Cindy Schnelling","403.264","394","394","394"
"East","CA-12265","Christina Anderson","401.94","395","395","395"
"East","DS-13030","Darrin Sayre","400.61","396","396","396"
"East","SN-20560","Skye Norling","399.49","397","397","397"
"East","EH-13990","Erica Hackney","391.136","398","398","398"
"East","MH-17455","Mark Hamilton","388.850","399","399","399"
"East","BT-11530","Bradley Talbott","381.952","400","400","400"
"East","SH-20395","Shahid Hopkins","370.851","401","401","401"
"East","JK-15205","Jamie Kunitz","370.226","402","402","402"
"East","IG-15085","Ivan Gibson","370.14","403","403","403"
"East","HG-14845","Harry Greene","366.800","404","404","404"
"East","DK-13150","David Kendrick","364.272","405","405","405"
"East","MZ-17515","Mary Zewe","362.588","406","406","406"
"East","JS-15595","Jill Stevenson","362.242","407","407","407"
"East","HW-14935","Helen Wasserman","355.32","408","408","408"
"East","HG-15025","Hunter Glantz","350.060","409","409","409"
"East","EM-13825","Elizabeth Moffitt","345.26","410","410","410"
"East","BW-11110","Bart Watters","342.49","411","411","411"
"East","MJ-17740","Max Jones","339.796","412","412","412"
"East","BW-11065","Barry Weirich","339.364","413","413","413"
"East","MT-17815","Meg Tillman","335.38","414","414","414"
"East","CR-12625","Corey Roper","334.68","415","415","415"
"East","AH-10030","Aaron Hawkins","330.126","416","416","416"
"East","DC-12850","Dan Campbell","325.586","417","417","417"
"East","KN-16705","Kristina Nunn","325.33","418","418","418"
"East","AW-10840","Anthony Witt","321.248","419","419","419"
"East","JW-15220","Jane Waco","320.024","420","420","420"
"East","CD-11980","Carol Darley","318.96","421","421","421"
"East","CC-12475","Cindy Chapman","318.100","422","422","422"
"East","CA-12055","Cathy Armstrong","314.984","423","423","423"
"East","JL-15850","John Lucas","314.850","424","424","424"
"East","NK-18490","Neil Knudson","313.840","425","425","425"
"East","MO-17800","Meg O'Connel","311.912","426","426","426"
"East","TW-21025","Tamara Willingham","303.192","427","427","427"
"East","NF-18595","Nicole Fjeld","302.480","428","428","428"
"East","MH-17785","Maya Herman","295.654","429","429","429"
"East","LO-17170","Lori Olson","295.42","430","430","430"
"East","JE-15610","Jim Epp","292.82","431","431","431"
"East","LT-17110","Liz Thompson","291.702","432","432","432"
"East","HG-14965","Henry Goldwyn","289.660","433","433","433"
"East","RC-19960","Ryan Crowe","289.226","434","434","434"
"East","ST-20530","Shui Tom","286.842","435","435","435"
"East","JO-15145","Jack O'Briant","284.684","436","436","436"
"East","KN-16450","Kean Nguyen","274.2","437","437","437"
"East","JE-15475","Jeremy Ellison","271.252","438","438","438"
"East","CC-12610","Corey Catlett","267.349","439","439","439"
"East","SR-20425","Sharelle Roach","265.272","440","440","440"
"East","MB-18085","Mick Brown","263.542","441","441","441"
"East","GB-14575","Giulietta Baptist","260.048","442","442","442"
"East","AG-10900","Arthur Gainer","259.942","443","443","443"
"East","CC-12670","Craig Carreira","259.44","444","444","444"
"East","DB-13660","Duane Benoit","259.062","445","445","445"
"East","BF-11080","Bart Folk","258.28","446","446","446"
"East","MF-18250","Monica Federle","258.076","447","447","447"
"East","JM-16195","Justin MacKendrick","250.90","448","448","448"
"East","MS-17830","Melanie Seite","249.884","449","449","449"
"East","TR-21325","Toby Ritter","249.79","450","450","450"
"East","PJ-19015","Pauline Johnson","246.560","451","451","451"
"East","JD-16015","Joy Daniels","245.350","452","452","452"
"East","RF-19345","Randy Ferguson","245.212","453","453","453"
"East","ES-14020","Erica Smith","239.97","454","454","454"
"East","DJ-13510","Don Jones","239.898","455","455","455"
"East","CS-12460","Chuck Sachs","238.684","456","456","456"
"East","SW-20245","Scot Wooten","237.156","457","457","457"
"East","GP-14740","Guy Phonely","236.53","458","458","458"
"East","JD-15790","John Dryer","227.96","459","459","459"
"East","DL-12865","Dan Lawera","223.29","460","460","460"
"East","RK-19300","Ralph Kennedy","221.862","461","461","461"
"East","JF-15490","Jeremy Farry","219.052","462","462","462"
"East","JH-15820","John Huston","216.894","463","463","463"
"East","EB-13840","Ellis Ballard","212.88","464","464","464"
"East","DF-13135","David Flashing","212.64","465","465","465"
"East","MG-17875","Michael Grace","207.48","466","466","466"
"East","AA-10375","Allen Armold","206.732","467","467","467"
"East","XP-21865","Xylona Preis","201.12","468","468","468"
"East","NM-18520","Neoma Murray","198.165","469","469","469"
"East","JB-16000","Joy Bell-","197.916","470","470","470"
"East","CS-12175","Charles Sheldon","196.21","471","471","471"
"East","AR-10510","Andrew Roberts","195.744","472","472","472"
"East","TM-21010","Tamara Manning","193.26","473","473","473"
"East","BD-11605","Brian Dahlen","192.986","474","474","474"
"East","MA-17995","Michelle Arnett","191.646","475","475","475"
"East","AC-10660","Anna Chung","191.340","476","476","476"
"East","FH-14350","Fred Harton","189.918","477","477","477"
"East","DV-13045","Darrin Van Huff","188.552","478","478","478"
"East","CP-12085","Cathy Prescott","187.208","479","479","479"
"East","JS-15940","Joni Sundaresam","184.321","480","480","480"
"East","RC-19825","Roy Collins","181.797","481","481","481"
"East","GH-14410","Gary Hansen","178.21","482","482","482"
"East","VM-21835","Vivian Mathis","177.34","483","483","483"
"East","EM-14065","Erin Mull","177.15","484","484","484"
"East","BM-11785","Bryan Mills","175.466","485","485","485"
"East","FC-14245","Frank Carlisle","175.272","486","486","486"
"East","JS-15880","John Stevenson","172.11","487","487","487"
"East","SF-20200","Sarah Foster","170.638","488","488","488"
"East","CC-12100","Chad Cunningham","170.265","489","489","489"
"East","EH-14005","Erica Hernandez","167.638","490","490","490"
"East","DK-12835","Damala Kotsonis","167.506","491","491","491"
"East","FM-14380","Fred McMath","166.55","492","492","492"
"East","BK-11260","Berenike Kampe","163.62","493","493","493"
"East","PN-18775","Parhena Norris","162.70","494","494","494"
"East","MD-17860","Michael Dominguez","161.998","495","495","495"
"East","AH-10195","Alan Haines","161.356","496","496","496"
"East","KB-16585","Ken Black","159.75","497","497","497"
"East","EH-13945","Eric Hoffmann","158.319","498","498","498"
"East","ME-17725","Max Engle","155.94","499","499","499"
"East","NH-18610","Nicole Hansen","154.624","500","500","500"
"East","AG-10270","Alejandro Grove","152.668","501","501","501"
"East","BD-11620","Brian DeCherney","148.128","502","502","502"
"East","CV-12295","Christina VanderZanden","147.26","503","503","503"
"East","KD-16615","Ken Dana","146.688","504","504","504"
"East","TH-21235","Tiffany House","146.188","505","505","505"
"East","NB-18580","Nicole Brennan","143.952","506","506","506"
"East","SM-20005","Sally Matthias","143.534","507","507","507"
"East","JC-16105","Julie Creighton","142.92","508","508","508"
"East","AS-10240","Alan Shonely","139.816","509","509","509"
"East","TG-21310","Toby Gnade","137.94","510","510","510"
"East","MF-17665","Maureen Fritzler","137.508","511","511","511"
"East","SU-20665","Stephanie Ulpright","136.43","512","512","512"
"East","JF-15415","Jennifer Ferguson","134.524","513","513","513"
"East","PJ-18835","Patrick Jones","134.5","514","514","514"
"East","PL-18925","Paul Lucas","134.391","515","515","515"
"East","CM-12190","Charlotte Melton","131.292","516","516","516"
"East","DA-13450","Dianna Arnett","130.512","517","517","517"
"East","MC-17425","Mark Cousins","130.40","518","518","518"
"East","AM-10360","Alice McCarthy","129.832","519","519","519"
"East","HD-14785","Harold Dahlen","129.308","520","520","520"
"East","DP-13000","Darren Powers","125.624","521","521","521"
"East","TD-20995","Tamara Dahlen","124.028","522","522","522"
"East","NC-18340","Nat Carroll","123.656","523","523","523"
"East","PS-19045","Penelope Sewall","123.06","524","524","524"
"East","JF-15355","Jay Fein","122.62","525","525","525"
"East","AB-10255","Alejandro Ballentine","121.582","526","526","526"
"East","AB-10165","Alan Barnes","118.320","527","527","527"
"East","AB-10105","Adrian Barton","117.96","528","528","528"
"East","AG-10495","Andrew Gjertsen","114.376","529","529","529"
"East","LC-16870","Lena Cacioppo","111.104","530","530","530"
"East","TC-21475","Tony Chapman","110.696","531","531","531"
"East","SF-20965","Sylvia Foulston","109.597","532","532","532"
"East","CH-12070","Cathy Hwang","109.360","533","533","533"
"East","LH-17020","Lisa Hazard","107.982","534","534","534"
"East","SC-20230","Scot Coram","105.52","535","535","535"
"East","NC-18625","Noah Childs","103.480","536","536","536"
"East","KC-16540","Kelly Collister","103.056","537","537","537"
"East","SC-20575","Sonia Cooley","102.93","538","538","538"
"East","LS-17200","Luke Schmidt","100.616","539","539","539"
"East","TB-21355","Todd Boyes","100.102","540","540","540"
"East","NP-18685","Nora Pelletier","98.960","541","541","541"
"East","DE-13255","Deanra Eno","98.364","542","542","542"
"East","RM-19750","Roland Murray","98.35","543","543","543"
"East","LS-17230","Lycoris Saunders","96.10","544","544","544"
"East","PV-18985","Paul Van Hugh","90.60","545","545","545"
"East","JW-16075","Julia West","88.704","546","546","546"
"East","DW-13540","Don Weiss","88.04","547","547","547"
"East","TS-21205","Thomas Seio","87.54","548","548","548"
"East","BS-11665","Brian Stugart","86.376","549","549","549"
"East","LS-16945","Linda Southworth","85.916","550","550","550"
"East","TC-20980","Tamara Chand","85.848","551","551","551"
"East","AR-10540","Andy Reiter","85.78","552","552","552"
"East","DH-13675","Duane Huffman","85.3","553","553","553"
"East","RD-19585","Rob Dowd","85.21","554","554","554"
"East","MM-18280","Muhammed MacIntyre","84.38","555","555","555"
"East","SS-20140","Saphhira Shifley","84.04","556","556","556"
"East","RD-19810","Ross DeVincentis","82.960","557","557","557"
"East","AG-10300","Aleksandra Gannaway","81.94","558","558","558"
"East","LH-17155","Logan Haushalter","79.384","559","559","559"
"East","GA-14725","Guy Armstrong","76.864","560","560","560"
"East","MV-18190","Mike Vittorini","76.30","561","561","561"
"East","LT-16765","Larry Tron","74.352","562","562","562"
"East","SC-20695","Steve Chapman","73.536","563","563","563"
"East","CD-12790","Cynthia Delaney","73.33","564","564","564"
"East","SL-20155","Sara Luxemburg","72.51","565","565","565"
"East","AH-10690","Anna Hдberlin","70.88","566","566","566"
"East","KC-16255","Karen Carlisle","70.544","567","567","567"
"East","AI-10855","Arianne Irving","70.366","568","568","568"
"East","SH-19975","Sally Hughsby","70.216","569","569","569"
"East","AC-10450","Amy Cox","70.212","570","570","570"
"East","TC-21535","Tracy Collins","68.852","571","571","571"
"East","CM-12715","Craig Molinari","68.530","572","572","572"
"East","RW-19630","Rob Williams","65.99","573","573","573"
"East","AS-10045","Aaron Smayling","65.78","574","574","574"
"East","EM-14095","Eudokia Martin","65.12","575","575","575"
"East","CS-12250","Chris Selesnick","64.96","576","576","576"
"East","MH-18025","Michelle Huthwaite","63.882","577","577","577"
"East","PB-19210","Phillip Breyer","62.808","578","578","578"
"East","EM-13960","Eric Murdock","62.604","579","579","579"
"East","VG-21805","Vivek Grady","62.396","580","580","580"
"East","TT-21265","Tim Taslimi","61.44","581","581","581"
"East","BG-11740","Bruce Geld","60.312","582","582","582"
"East","JH-15430","Jennifer Halladay","59.913","583","583","583"
"East","TT-21220","Thomas Thornton","58.116","584","584","584"
"East","JL-15130","Jack Lebron","57.792","585","585","585"
"East","AC-10420","Alyssa Crouse","57.576","586","586","586"
"East","GG-14650","Greg Guthrie","57.094","587","587","587"
"East","BF-11215","Benjamin Farhat","56.52","588","588","588"
"East","RF-19840","Roy Franzцsisch","55.98","589","589","589"
"East","AS-10135","Adrian Shami","54.64","590","590","590"
"East","FC-14335","Fred Chung","51.968","591","591","591"
"East","KH-16690","Kristen Hastings","51.45","592","592","592"
"East","ME-18010","Michelle Ellison","51.168","593","593","593"
"East","NC-18415","Nathan Cano","51.072","594","594","594"
"East","PF-19165","Philip Fox","50","595","595","595"
"East","BF-10975","Barbara Fisher","49.724","596","596","596"
"East","RA-19915","Russell Applegate","48.94","597","597","597"
"East","RE-19405","Ricardo Emerson","48.36","598","598","598"
"East","RD-19900","Ruben Dartt","47.496","599","599","599"
"East","AG-10390","Allen Goldenen","47.151","600","600","600"
"East","BD-11725","Bruce Degenhardt","46.72","601","601","601"
"East","GZ-14545","George Zrebassa","46.26","602","602","602"
"East","TB-21175","Thomas Boland","46.002","603","603","603"
"East","KH-16360","Katherine Hughes","45.452","604","604","604"
"East","ZC-21910","Zuschuss Carroll","43.92","605","605","605"
"East","FW-14395","Fred Wasserman","43.6","606","606","606"
"East","HZ-14950","Henia Zydlo","42.00","607","607","607"
"East","MC-17275","Marc Crier","41.374","608","608","608"
"East","PB-19105","Peter Bьhler","40.776","609","609","609"
"East","SJ-20125","Sanjit Jacobs","40.69","610","610","610"
"East","SS-20515","Shirley Schmidt","39.48","611","611","611"
"East","LC-16960","Lindsay Castell","37.776","612","612","612"
"East","MH-17440","Mark Haberlin","37.768","613","613","613"
"East","EL-13735","Ed Ludwig","37.66","614","614","614"
"East","MC-18130","Mike Caudle","33.48","615","615","615"
"East","NC-18535","Nick Crebassa","31.74","616","616","616"
"East","PB-19150","Philip Brown","31.268","617","617","617"
"East","EC-14050","Erin Creighton","31.164","618","618","618"
"East","MH-17620","Matt Hagelstein","30.96","619","619","619"
"East","CS-11860","Cari Schnelling","30.584","620","620","620"
"East","BE-11410","Bobby Elias","30.352","621","621","621"
"East","LE-16810","Laurel Elliston","29.9","622","622","622"
"East","RE-19450","Richard Eichhorn","29.61","623","623","623"
"East","AA-10315","Alex Avila","29.50","624","624","624"
"East","PS-18970","Paul Stevenson","27.98","625","625","625"
"East","AA-10480","Andrew Allen","27.46","626","626","626"
"East","AS-10225","Alan Schoenberger","26.8","627","627","627"
"East","RA-19945","Ryan Akin","25.488","628","628","628"
"East","JM-15580","Jill Matthias","25.06","629","629","629"
"East","KB-16240","Karen Bern","24.4","630","630","630"
"East","AS-10285","Alejandro Savely","23.988","631","631","631"
"East","JK-15325","Jason Klamczynski","23.36","632","632","632"
"East","SC-20050","Sample Company A","22.2","633","633","633"
"East","RF-19735","Roland Fjeld","21.93","634","634","634"
"East","SA-20830","Sue Ann Reed","21.93","635","634","634"
"East","MS-17530","MaryBeth Skach","21.396","636","636","635"
"East","BT-11395","Bill Tyler","20.451","637","637","636"
"East","JS-16030","Joy Smith","19.456","638","638","637"
"East","KM-16660","Khloe Miller","19.312","639","639","638"
"East","TS-21340","Toby Swindell","17.608","640","640","639"
"East","BB-10990","Barry Blumstein","17.48","641","641","640"
"East","LL-16840","Lauren Leatherbury","17.46","642","642","641"
"East","AT-10435","Alyssa Tate","16.862","643","643","642"
"East","DP-13390","Dennis Pardue","16.656","644","644","643"
"East","CJ-11875","Carl Jackson","16.52","645","645","644"
"East","RD-19660","Robert Dilbeck","16.52","646","645","644"
"East","MC-17605","Matt Connell","15.232","647","647","645"
"East","HA-14920","Helen Andreada","14.2","648","648","646"
"East","JC-15340","Jasper Cacioppo","13.483","649","649","647"
"East","SC-20095","Sanjit Chand","12.7","650","650","648"
"East","BN-11470","Brad Norvell","12.576","651","651","649"
"East","DL-13330","Denise Leinenbach","12.42","652","652","650"
"East","TP-21130","Theone Pippenger","11.632","653","653","651"
"East","CR-12580","Clay Rozendal","10.528","654","654","652"
"East","SG-20890","Susan Gilcrest","10.5","655","655","653"
"East","LW-17125","Liz Willingham","10.36","656","656","654"
"East","RS-19870","Roy Skaria","9.648","657","657","655"
"East","JR-16210","Justin Ritter","8.904","658","658","656"
"East","LC-16930","Linda Cazamias","8.4","659","659","657"
"East","AY-10555","Andy Yotov","8.016","660","660","658"
"East","LH-16750","Larry Hughes","6.57","661","661","659"
"East","BO-11425","Bobby Odegard","6.08","662","662","660"
"East","MC-17845","Michael Chen","6.03","663","663","661"
"East","HR-14770","Hallie Redmond","5.94","664","664","662"
"East","JH-15910","Jonathan Howell","5.904","665","665","663"
"East","AG-10765","Anthony Garverick","5.892","666","666","664"
"East","AS-10630","Ann Steele","5.68","667","667","665"
"East","Co-12640","Corey-Lock","5.04","668","668","666"
"East","AJ-10795","Anthony Johnson","4.992","669","669","667"
"East","AW-10930","Arthur Wiediger","4.928","670","670","668"
"East","HM-14980","Henry MacAllister","4.616","671","671","669"
"East","DD-13570","Dorothy Dickinson","3.304","672","672","670"
"East","NG-18430","Nathan Gelder","2.624","673","673","671"
"East","JO-15280","Jas O'Carroll","0.852","674","674","672"
"South","SM-20320","Sean Miller","23669.196","1","1","1"
"South","SE-20110","Sanjit Engle","8805.04","2","2","2"
"South","GT-14635","Grant Thornton","8167.42","3","3","3"
"South","CM-12385","Christopher Martinez","6682.26","4","4","4"
"South","JE-15610","Jim Epp","6264.354","5","5","5"
"South","AH-10690","Anna Hдberlin","5369.676","6","6","6"
"South","ME-17320","Maria Etezadi","5156.56","7","7","7"
"South","PO-18850","Patrick O'Brill","4732.336","8","8","8"
"South","SC-20380","Shahid Collister","4646.356","9","9","9"
"South","JL-15835","John Lee","4519.839","10","10","10"
"South","JH-15985","Joseph Holt","4297.644","11","11","11"
"South","GM-14695","Greg Maxwell","4251.92","12","12","12"
"South","GB-14575","Giulietta Baptist","4176.34","13","13","13"
"South","KH-16690","Kristen Hastings","3769.56","14","14","14"
"South","KW-16435","Katrina Willman","3747.93","15","15","15"
"South","CJ-12010","Caroline Jumper","3740.510","16","16","16"
"South","TB-21175","Thomas Boland","3482.878","17","17","17"
"South","Dp-13240","Dean percer","3464.882","18","18","18"
"South","MW-18235","Mitch Willingham","3333.90","19","19","19"
"South","PS-19045","Penelope Sewall","3268.362","20","20","20"
"South","MC-17425","Mark Cousins","3236.41","21","21","21"
"South","BD-11500","Bradley Drucker","3228.09","22","22","22"
"South","TS-21205","Thomas Seio","2959.056","23","23","23"
"South","RF-19345","Randy Ferguson","2958.812","24","24","24"
"South","DM-13345","Denise Monton","2755.122","25","25","25"
"South","JE-15715","Joe Elijah","2630.321","26","26","26"
"South","NF-18385","Natalie Fritzler","2616.882","27","27","27"
"South","LL-16840","Lauren Leatherbury","2614.71","28","28","28"
"South","BG-11035","Barry Gonzalez","2554.476","29","29","29"
"South","RA-19885","Ruben Ausman","2529.228","30","30","30"
"South","MT-17815","Meg Tillman","2503.47","31","31","31"
"South","PP-18955","Paul Prost","2475.04","32","32","32"
"South","JE-15745","Joel Eaton","2469.260","33","33","33"
"South","KL-16555","Kelly Lampkin","2456.706","34","34","34"
"South","DC-12850","Dan Campbell","2447.510","35","35","35"
"South","JF-15565","Jill Fjeld","2442.378","36","36","36"
"South","JD-15895","Jonathan Doherty","2344.43","37","37","37"
"South","AM-10705","Anne McFarland","2229.212","38","38","38"
"South","AS-10225","Alan Schoenberger","2216.80","39","39","39"
"South","JK-15205","Jamie Kunitz","2063.144","40","40","40"
"South","KC-16255","Karen Carlisle","2033.29","41","41","41"
"South","RO-19780","Rose O'Brian","1998.840","42","42","42"
"South","CC-12610","Corey Catlett","1983.832","43","43","43"
"South","IM-15070","Irene Maddox","1979.89","44","44","44"
"South","AH-10210","Alan Hwang","1942.996","45","45","45"
"South","NW-18400","Natalie Webber","1918.79","46","46","46"
"South","CS-12355","Christine Sundaresam","1910.98","47","47","47"
"South","VP-21760","Victoria Pisteka","1893.786","48","48","48"
"South","TH-21550","Tracy Hopkins","1889.156","49","49","49"
"South","DB-13555","Dorothy Badders","1865.022","50","50","50"
"South","HL-15040","Hunter Lopez","1859.40","51","51","51"
"South","DH-13075","Dave Hallsten","1841.79","52","52","52"
"South","CS-12250","Chris Selesnick","1829.60","53","53","53"
"South","KH-16360","Katherine Hughes","1822.38","54","54","54"
"South","SC-20095","Sanjit Chand","1809.532","55","55","55"
"South","BF-11170","Ben Ferrer","1803.934","56","56","56"
"South","JD-15790","John Dryer","1801.632","57","57","57"
"South","JK-15730","Joe Kamberova","1778.086","58","58","58"
"South","CS-12400","Christopher Schild","1735.8505","59","59","59"
"South","ND-18460","Neil Ducich","1734.12","60","60","60"
"South","AJ-10795","Anthony Johnson","1725.844","61","61","61"
"South","RB-19795","Ross Baird","1718.670","62","62","62"
"South","AC-10450","Amy Cox","1701.358","63","63","63"
"South","MM-17920","Michael Moore","1691.36","64","64","64"
"South","MH-18025","Michelle Huthwaite","1630.43","65","65","65"
"South","SJ-20125","Sanjit Jacobs","1596.984","66","66","66"
"South","FO-14305","Frank Olsen","1547.884","67","67","67"
"South","TP-21130","Theone Pippenger","1545.46","68","68","68"
"South","CP-12340","Christine Phan","1475.199","69","69","69"
"South","ZC-21910","Zuschuss Carroll","1470.892","70","70","70"
"South","FM-14290","Frank Merwin","1446.84","71","71","71"
"South","SO-20335","Sean O'Donnell","1438.9295","72","72","72"
"South","NC-18535","Nick Crebassa","1417.35","73","73","73"
"South","AH-10195","Alan Haines","1410.066","74","74","74"
"South","LH-16900","Lena Hernandez","1406.856","75","75","75"
"South","SH-20395","Shahid Hopkins","1400.563","76","76","76"
"South","CK-12595","Clytie Kelty","1383.91","77","77","77"
"South","KB-16585","Ken Black","1380.746","78","78","78"
"South","JS-15880","John Stevenson","1366.04","79","79","79"
"South","CK-12325","Christine Kargatis","1355.76","80","80","80"
"South","RD-19585","Rob Dowd","1325.18","81","81","81"
"South","NH-18610","Nicole Hansen","1312.22","82","82","82"
"South","JB-16045","Julia Barnett","1311.97","83","83","83"
"South","PF-19165","Philip Fox","1302.83","84","84","84"
"South","DL-12925","Daniel Lacy","1299.99","85","85","85"
"South","BD-11725","Bruce Degenhardt","1294.83","86","86","86"
"South","JW-16075","Julia West","1270.379","87","87","87"
"South","SL-20155","Sara Luxemburg","1234.680","88","88","88"
"South","RL-19615","Rob Lucas","1232.244","89","89","89"
"South","RS-19765","Roland Schwarz","1176.572","90","90","90"
"South","LR-16915","Lena Radford","1174.368","91","91","91"
"South","BB-11545","Brenda Bowman","1158.12","92","92","92"
"South","MF-18250","Monica Federle","1152.87","93","93","93"
"South","FH-14350","Fred Harton","1142.43","94","94","94"
"South","TG-21640","Trudy Glocke","1142.165","95","95","95"
"South","AG-10495","Andrew Gjertsen","1129.828","96","96","96"
"South","CH-12070","Cathy Hwang","1127.976","97","97","97"
"South","VD-21670","Valerie Dominguez","1124.280","98","98","98"
"South","LW-17125","Liz Willingham","1120.73","99","99","99"
"South","JL-15130","Jack Lebron","1118.428","100","100","100"
"South","NR-18550","Nick Radford","1111.698","101","101","101"
"South","JS-16030","Joy Smith","1110.50","102","102","102"
"South","ER-13855","Elpida Rittenbach","1106.924","103","103","103"
"South","MH-18115","Mick Hernandez","1074.666","104","104","104"
"South","RS-19420","Ricardo Sperren","1065.84","105","105","105"
"South","DK-13090","Dave Kipp","1061.582","106","106","106"
"South","PM-18940","Paul MacIntyre","1056.86","107","107","107"
"South","JC-15775","John Castell","1050.744","108","108","108"
"South","KH-16510","Keith Herrera","1046.47","109","109","109"
"South","KH-16630","Ken Heidel","1044.440","110","110","110"
"South","SS-20140","Saphhira Shifley","1023.886","111","111","111"
"South","JM-16195","Justin MacKendrick","1017.222","112","112","112"
"South","SA-20830","Sue Ann Reed","1013.6895","113","113","113"
"South","CG-12520","Claire Gute","993.90","114","114","114"
"South","EB-13975","Erica Bern","984.671","115","115","115"
"South","DB-12910","Daniel Byrd","980.658","116","116","116"
"South","AP-10915","Arthur Prichep","952.908","117","117","117"
"South","SD-20485","Shirley Daniels","944.61","118","118","118"
"South","LT-17110","Liz Thompson","922.61","119","119","119"
"South","BD-11605","Brian Dahlen","910.454","120","120","120"
"South","PJ-18835","Patrick Jones","900.822","121","121","121"
